,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
225,Trey Palmer,"Palmer was a solid find by the Buccaneers in the sixth round of the 2023 NFL draft. The Nebraska product quickly earned slot duties between Mike Evans and Chris Godwin, and proceeded to run 433 routes (45th among WRs) during his rookie campaign. Though he was on the field much, Palmer wasn't a fantasy option, having cleared 51 yards and 8.8 fantasy points in only one game (Week 17). The 23 year old has add competition for No. 3 duties this season (third-round rookie Jalen McMillan), which means he likely wouldn't be fantasy viable even if Evans or Godwin were to miss time. Palmer is not worth considering on draft day.",WR,9492,TB,,262.0,105.0,66.69
226,Troy Franklin,"A so-so, albeit illness-influenced combine showing dropped Franklin to Day 3 of the NFL draft, where the Broncos eagerly traded up to select him 102nd overall. His final season at Oregon was stellar, including 14 receiving touchdowns (third in FBS) and 17.1 yards per reception, hinting at a potentially elite perimeter receiver with big-play ability. Franklin provides competition for that role with Marvin Mims Jr. -- a much-touted prospect who had a disappointing rookie campaign -- a battle that should be closely watched during the preseason. Franklin is more of a late-round flier for now, but with a strong July and August he could emerge as a prospective flex when the matchup is right.",WR,11627,DEN,,352.0,132.0,125.90000000000002
227,Malachi Corley,"Garrett Wilson and Mike Williams are locked into the top two spots in the Jets' wide receiver room, but Corley, who was selected 65th overall in the draft, could emerge as the team's No. 3 receiver. Corley accumulated 2,279 yards and 22 touchdowns in his two final collegiate seasons at Western Kentucky. He figures to be third or fourth on the team in targets, with Wilson, Williams, Tyler Conklin and Breece Hall also in the mix. The ""RAC King"" is someone who should not be drafted in standard leagues, but belongs on your watch list.",WR,11617,NYJ,,227.0,93.0,145.51
228,Chicago Bears,"It was an interesting fantasy season for a Bears defense that gave up the 13th-fewest points last season. In 2023, no team had more interceptions (22), but only one team had fewer sacks (30). The Bears didn't add any substantial defensive help in the draft or via free agency and will look to Montez Sweat to help increase overall sack production in 2024. With a solid secondary and linebacking corps, the Bears still lack pass rushing depth, but have the necessary pieces to field a top-15 fantasy defense.",DEF,CHI,CHI,,999.0,999.0,117.20999999999998
229,Dustin Hopkins,"Hopkins made multiple clutch kicks for the Browns last season, and averaged 9.7 fantasy points per game (second only to Brandon Aubrey). He converted on 91.7% of field goal attempts and he was lights out from 50-plus yards, hitting all eight of his kicks. Hopkins, who ranked 26th in PAT attempts, could get a boost with more offensive touchdown production in Cleveland this season. It may prove difficult to repeat the field goal volume, but he can be considered a fringe top-10 kicker, with the obvious upside for better.",K,1348,CLE,,999.0,999.0,137.85
230,Justice Hill,"The fifth-year pro saw a bump in volume last season with J.K. Dobbins and Keaton Mitchell suffering injuries, finishing with career highs in rushing yards and receiving totals. If Mitchell has to start the season on the PUP list, Hill could potentially have some deeper-league fantasy value if he can hold off rookie fifth-round pick Rasheen Ali. However, if Mitchell is healthy as the No. 2 behind Derrick Henry, then Hill lacks the fantasy value to warrant a draft pick.",RB,5995,BAL,,233.0,63.0,60.44
231,Dameon Pierce,"Another offseason spells increased competition for meaningful work in Houston's backfield. Pierce might have a stake in this trend when we consider he ranked 66th out of the 68 backs with at least 50 carries last season in yards per touch. Given Joe Mixon's established profile and the potential presence of rookie Jawhar Jordan on the depth chart, Pierce is positioned as merely a late-round insurance policy in drafts.",RB,8129,HOU,,206.0,53.0,77.50999999999999
232,Deuce Vaughn,"Vaughn's rookie season amounted to little production, as the sixth-round draft pick from Kansas State saw precious few touches during the first month of the season, then was a healthy inactive most of the rest of the way. The diminutive Vaughn (5-foot-6, 175 pounds) was expected to handle change-of-pace duties and catch passes, but he ended up with only 30 touches in seven games, including seven receptions. Tony Pollard is gone, but Ezekiel Elliott has returned after a year away and Rico Dowdle is also in the way for meaningful touches. Vaughn has little value.",RB,9505,DAL,,307.0,89.0,60.49
233,Audric Estime,"At 5-foot-11 and 227 pounds, Estim� brings a promising power package to the Broncos, who drafted him in the fifth round. He averaged 6.2 yards per carry and scored 29 touchdowns the past two seasons at Notre Dame, serving as the early-down back in 2023 and goal-line back in each of the past two seasons. Estim�'s draft stock suffered after his position-worst 40 time at the combine (4.71 seconds), but the Broncos were nevertheless pleased to add him as backfield depth and, perhaps, a situational short-yardage threat. He'd need an injury to one of the backs ahead of him on the depth chart to be fantasy-relevant in 2024, but is a prospect worth watching for in-season utility or dynasty/keeper purposes.",RB,11579,DEN,,284.0,80.0,40.52
234,Roschon Johnson,"Johnson returns for his sophomore season, where he will share a backfield with D'Andre Swift and Khalil Herbert. The former fourth-rounder was efficient in his rookie season, finishing top 20 in fantasy points per touch, and top 30 in yards per rush, targets, receptions and receiving yards. Unfortunately, he didn't touch the ball very much (49th among RBs) and his role doesn't look to change in 2024 with Swift, and perhaps Herbert, ahead of him. While talented, Johnson checks in outside the top 50 at the position and can be added off of waivers rather than drafted.",RB,10235,CHI,,200.0,51.0,79.36000000000001
235,Cordarrelle Patterson,"Patterson joins the Steelers for his 13th pro season, following a three-year stretch in Atlanta where he was coached by new Pittsburgh offensive coordinator Arthur Smith. Patterson has the versatility to be schemed as a runner and receiver, like he was under Smith in 2021 and 2022, when he totaled more than 1,300 rush yards and 73 receptions during that span. However, Patterson's offensive touches took a hit in Atlanta last season with the arrival of Bijan Robinson, and he is slated to be the No. 3 running back in Pittsburgh behind Najee Harris and Jaylen Warren. Outside of his special teams value and his potential usage in the pass game, Patterson doesn't provide enough fantasy relevance to be drafted.",RB,1535,PIT,,256.0,72.0,34.83
236,Jonathan Mingo,"Mingo is back for his second second with the Panthers. The Ole Miss product had a decent rookie season despite playing for a dysfunctional offense in Carolina, finishing with 418 yards on 84 targets, though he never was able to find the end zone before going on IR in January due to a foot injury. He's a long shot for consistent usage in 2024 with veterans Adam Thielen and Diontae Johnson, as well as rookie Xavier Legette, in the fold. The former second-round pick is barely on the fantasy radar.",WR,10225,CAR,,186.0,77.0,72.04
237,Indianapolis Colts,"The Colts' focus in free agency through a defensive lens was continuity, as major moves were retaining DeForest Buckner, Zaire Franklin, Tyquan Lewis, Kenny Moore II and Grover Stewart. Last season included some atypical outcomes from this defense, namely finishing fifth in sacks but only 24th in total pressures. Without a collection of proven pass rushers on the roster, there could be some regression in getting to opposing passers in 2024. This said, some key playmakers in the back seven could help drive another productive fantasy season. As is the case with most D/ST groups, waiting on the Colts is the prudent path.",DEF,IND,IND,,999.0,999.0,108.91999999999999
238,Isaiah Likely,"As Likely enters his third pro season, his fantasy ceiling is tied to the health of teammate Mark Andrews. In the six games Likely started last season, with Andrews out (ankle), he averaged 13.9 PPG from Weeks 12-18, including three games of 18 or more points. However, in the games with Andrews on the field (Weeks 1-11), Likely averaged only 1.6 PPG. He has the ability to uncover and he's slippery after the catch, but as long as Andrews is in the mix, Likely simply doesn't carry enough fantasy value to be drafted.",TE,8131,BAL,,183.0,30.0,87.26
239,Jonnu Smith,"Smith, now in his eighth season and first with the Dolphins, joins an offense that ranked third in total yards per game last season. While Tua Tagovailoa led the league in passing, the majority of the yards came from Tyreek Hill and Jaylen Waddle. With Hill and Waddle projected to continue as the primary targets, Smith's fantasy prospects are limited, especially considering the Dolphins' strong running game with De'Von Achane and Raheem Mostert, who will score a fair share of touchdowns. Given the returning key playmakers for 2024, fantasy managers should consider Smith as no more than a TE3.",TE,4144,MIA,,147.0,21.0,51.89000000000001
240,Dawson Knox,"Knox enters his sixth season with the Bills. This offseason he reworked his contract to free up additional cap space for Buffalo. After Dalton Kincaid became a major factor in the offense in 2023, Knox's role in the offense declined. He also missed five games with a wrist injury. Last season's 186 receiving yards represented a big dip for Knox, after consecutive seasons with 500-plus yards and a total of 15 touchdowns. It's hard to see him having a major offensive role unless Kincaid misses time, so Knox shouldn't be drafted in most fantasy leagues.",TE,5906,BUF,,191.0,33.0,81.85999999999999
241,Ricky Pearsall,"Pearsall is a favorite among metrics mavens, presenting with elite testing numbers that include burst and agility scores above the 95th percentile. Pearsall gives off Christian Kirk vibes, as he's likely best deployed via the slot, but has the route savvy, strength and catch radius to successfully work all levels of the field. Pearsall is buried on the depth chart to begin his career, but is one injury away from fantasy relevance. He's a wonderful fit for Kyle Shanahan's offense and is worth a late-round fantasy pick.",WR,11638,SF,,218.0,89.0,144.69
242,Cedric Tillman,"Tillman, who is entering his second pro season, saw his usage increase later in his rookie year, as he saw four or more targets in six of his final seven games played. He has the frame and the play demeanor to work the dirty areas of the field, with the toughness to produce after the catch. However, with Amari Cooper, Jerry Jeudy and Elijah Moore all ahead of him on the depth chart, Tillman is a better fit for dynasty formats at this juncture and shouldn't be drafted.",WR,10444,CLE,,321.0,119.0,63.61999999999999
243,Luke McCaffrey,"The Commanders chose McCaffrey, the younger brother of 49ers star RB Christian McCaffrey, in the third round of April's draft. This McCaffrey is taller, but thinner than his famous brother, and has played wide receiver for only the past two seasons at Rice, after starting his college career as a quarterback at Nebraska. The Commanders WR room isn't very strong behind Terry McLaurin, but McCaffrey will need time to develop, which will limit his immediate fantasy prospects. Consider him a late-round pick, if he goes in your draft at all.",WR,11650,WAS,,361.0,140.0,30.27
244,Russell Wilson,"Wilson is entering his 13th season and the league, and he signed a one-year deal in free agency with the Steelers. He is a very instinctual thrower who finished as QB13 in fantasy last season. Wilson will compete with Justin Fields for the starting job in a pass game under new offensive coordinator Arthur Smith that will be play-action based. Last season in Denver, Wilson completed 67.3% of his play-action passes, including 11 touchdowns. However, given his declining play speed outside of the pocket, and the expected run-heavy approach in Pittsburgh, Wilson's fantasy ceiling is limited to the lower-tier QB2 range if he sticks as Pittsburgh's starter this season.",QB,1234,PIT,,162.0,29.0,266.99999999999994
245,Derek Carr,"Carr is back for his second season as the Saints' starting QB. The 33-year-old did his usual bit, soaking up plenty of passing volume (he finished 13th or better in passing yardage and TDs for the fourth straight season) but not producing as a rusher (career-low 40 rush yards and zero TDs for the third straight season). The limited rushing led to a 16th-place finish in total fantasy points (26th in PPG) and he's still yet to produce a top-10 fantasy campign in his career. Carr's supporting cast isn't overly impressive outside of Chris Olave and Alvin Kamara, so a big leap forward in passing production is unlikely. He's a low-ceiling QB2.",QB,2028,NO,,168.0,32.0,256.79999999999995
246,Drake Maye,"Maye was drafted No. 3 overall and is projected to start over veteran Jacoby Brissett right out of the gate. With his arm strength, he can attack all three levels of the field and can add value with his legs. Given Maye's shaky group of offensive playmakers in New England, it would be wise for fantasy managers to temper their expectations. They should keep him on their radar as a QB3 in superflex formats due to his rushing ability.",QB,11564,NE,,,,
247,Gardner Minshew,"One of the game's better backup quarterbacks over the course of his five-year career, Minshew signed for a surprisingly large guarantee in March, signaling his probable Week 1 starter status ahead of sophomore Aidan O'Connell. Minshew's advanced metrics are unexceptional -- his career 17.8% off-target rate, 50.8 Total QBR and minus-1.6% completion percentage over expected were all noticeably beneath league average -- yet he has averaged 16.1 fantasy points and scored 20-plus in 10 of his 37 starts. With a star pass-catcher in Davante Adams and capable receivers in Jakobi Meyers and rookie TE Brock Bowers, Minshew could serve as a matchups-oriented quarterback in deeper leagues.",QB,6011,LV,,164.0,31.0,260.96000000000004
248,Greg Dortch,"Dortch worked primarily in a complementary fashion, finishing a distant fourth on the Cardinals in receiver snaps (370) last season. He did either score or clear 80 yards in two of the four games in which Marquise Brown was sidelined, demonstrating starting potential. A diminutive slot man with tenacity for days and enough quickness to challenge defenders, Dortch could fill the Rondale Moore role in Arizona. While such a promotion would yield a bump in volume, it still wouldn't be enough to make him fantasy-relevant on a weekly basis, not with Marvin Harrison Jr., Trey McBride, Michael Wilson and Zay Jones all soaking up targets.",WR,5970,ARI,,148.0,63.0,126.23
249,Jahan Dotson,"Dotson was traded to the Eagles in August. The third-year receiver is coming off a rough 2023 campaign in Washington in which he surpassed 70 receiving yards in only one game -- Week 8 against the struggling Eagles secondary -- and that was the lone game in which he caught more than five passes. Dotson is only 24 years old and a former first-round pick, so a career revival is possible, but it may not happen any time soon as he settles in well behind A.J. Brown and DeVonta Smith in the pecking order in Philly. Dotson should only be added if one of the two starters goes down with an injury.",WR,8119,PHI,,228.0,94.0,92.83
250,Elijah Moore,"Heading into his fourth pro season, and second with the Browns, Moore posted career highs in receptions, targets and receiving yards last season. However, Moore averaged just 7.8 fantasy PPG and logged only five games with double-digit fantasy production. Moore has the ability to play in the slot or outside the numbers, and he can be schemed on manufactured touches. But with the Browns trading for Jerry Jeudy, and both Amari Cooper and David Njoku commanding targets, Moore won't see enough volume to have consistent, week-to-week fantasy relevance. He's worth a late-round flier only.",WR,7596,CLE,,205.0,86.0,98.53000000000002
251,Isaac Guerendo,"A former track standout and converted wide receiver, Guerendo presents with an intriguing blend of size (6-foot, 221 pounds) and speed (4.33). While his elite testing numbers (speed and burst scores above the 97th percentile) certainly boosted his draft stock, Guerendo's potential as a pass-catcher truly set him apart. He's a fantastic fit for Kyle Shanahan's zone scheme and has a legitimate opportunity to leapfrog Elijah Mitchell as Christian McCaffrey's immediate backup.",RB,11651,SF,,317.0,92.0,56.68000000000001
252,Buffalo Bills,"The Bills D/ST finished 2023 as the No. 5 D/ST, thanks to finishing sixth in interceptions (18), fifth in fumbles recovered, and fourth in sacks. Buffalo also held opponents to only 310.9 total yards per game, the eighth fewest in the league, and ranked fourth in points allowed per game (18.3). Head coach Sean McDermott is a defensive guru and, while the Bills have had a top defensive unit for years, injuries and aging players have slowed the unit down and led to a bit of an offseason exodus of talent. With the likes of Micah Hyde, Jordan Poyer, Tre'Davious White and Leonard Floyd done, Buffalo's D/ST is now more of a fringe starting option.",DEF,BUF,BUF,,999.0,999.0,123.08000000000003
253,Houston Texans,"This unit finished 2023 right around the middle of the league in fantasy production, turnover creation, sacks and overall splash plays. Looking to the new season, the team invested in proven edge menace Danielle Hunter to play across from Defensive Rookie of the Year Will Anderson Jr. in DeMeco Ryans' aggressive scheme. Time will tell if the back seven can match the caliber of play up front, but there is some promise present given the blend of personnel and coaching prowess.",DEF,HOU,HOU,,999.0,999.0,121.47
254,Theo Johnson,"The Giants selected Johnson in the fourth round of April�s draft. The Penn State product stands 6-foot-6, 259 pounds and showed his athleticism with a dominant combine, which included a class-best 119 speed score (4.57 40). Following the retirement of Darren Waller, Johnson joins a depth chart that includes the likes of Daniel Bellinger and Chris Manhertz. Bellinger figures to get the early-season starts, but Johnson has a real opportunity to pace the unit in targets. Expectations should always be kept in check for rookie tight ends (especially those draft on Day 3 in shaky offenses), so Johnson should only be targeted in dynasty leagues.",TE,11597,NYG,,211.0,37.0,71.54
255,Ben Sinnott,"The Commanders invested a second-round pick on Sinnott in the April draft, and there is instant opportunity for him to shine with only veteran Zach Ertz, entering his age-33 season, in his way on the depth chart. Sinnott led Kansas State in receiving yards and touchdown receptions, and he shined at the combine, showing speed and fluid movements. Rookie tight ends can be risky in fantasy, especially when paired with a rookie quarterback (Jayden Daniels), but Sinnott has the skills to be an instant TE2 if given the opportunity.",TE,11596,WAS,,213.0,38.0,100.17000000000002
256,Colby Parkinson,"With Tyler Higbee's (knee) availability in question, the Rams added Parkinson, inking the Stanford product to a three-year deal worth $22.5 million. Parkinson split TE snaps with Will Dissly and Noah Fant in Seattle last season, running a paltry 13.6 routes per game (TE38) and drawing fewer than two looks per contest (TE41). A better blocker than he is a receiver (particularly in the passing game) Parkinson is unlikely to deliver anything better than streaming value, even if he does emerge as the Rams' TE1.",TE,6865,LAR,,144.0,20.0,82.79
257,Mike Gesicki,"The seventh-year pro posted uninspiring numbers in New England last season, averaging 3.8 fantasy points per game and scoring only two touchdowns. In Cincinnati, Gesicki will get an upgrade with quarterback Joe Burrow, as he plays the role of the primary pass-catching tight end in 11 personnel sets. Given the receving volume that wide receivers Ja'Marr Chase and Tee Higgins will demand this season, however, Gesicki has a limited fantasy ceiling and shouldn't be drafted.",TE,4993,CIN,,226.0,42.0,61.13
258,Jermaine Burton,"Burton was selected in the third round of April's draft. He has the play strength to work through contact at multiple levels of the field, with the ability to separate at the third level due to his 4.45 speed. Burton is also a strong hands-catcher who can work on the boundary. He joins a highly talented (and crowded) wide receiver room in Cincinnati, where he'll be in a position to compete for the No. 3 role in the Bengals' offense. Burton has plenty of upside in dynasty formats with Tee Higgins slated to play this season on the franchise tag.",WR,11640,CIN,,320.0,118.0,120.61999999999999
259,Sam Darnold,"Darnold signed with the Vikings this offseason, his fourth team in five years, after backing up Brock Purdy in San Francisco last season. With rookie J.J. McCarthy set to miss his rookie season, Darnold is in line to make a majority (if not all) starts for Minnesota this season. Of course, in his six seasons in the league, Darnold has never appeared in more than 13 games, nor has he finished higher than QB28 in fantasy points. Perhaps Kevin O'Connell and a good group of targets can lead Darnold to a surprise breakout season, but he's not worth drafting in standard ESPN leagues.",QB,4943,MIN,,130.0,22.0,308.93
260,Jacoby Brissett,"Brissett signed a one-year, $8 million deal with the Patriots this offseason and the veteran is expected to back up No. 3 overall draft pick Drake Maye. It's a homecoming for Brissett after he was drafted by New England in the third round in 2016. Brissett played in just three games with the Commanders last season and threw just 23 passes. That's a small sample size, but he did throw three touchdowns. Brissett should be rostered only if Maye misses time, and even then, only in superflex formats.",QB,3257,NE,,161.0,28.0,60.09
261,Justin Fields,"After spending his first three seasons with Chicago, Fields was traded to Pittsburgh, where he will compete with Russell Wilson for the starting job. Fields, who finished as QB7 in 2022, posted a career high in passing yards last season, but his rushing totals declined, as he dropped from 7.1 yards per carry to 5.3. Fields possesses the high-level arm talent to attack vertically and the physical tools to create big plays as a runner, which give him breakout-game potential. He's worth drafting only if he wins the starting job, though.",QB,7591,PIT,,,,
262,Will Shipley,"The Eagles selected in Shipley in the fourth round of the April draft, which may have surprised some since the franchise spent big money to secure Saquon Barkley earlier in the offseason. Then again, Barkley has been known to miss games, and Shipley caught 69 passes over his final two seasons at Clemson, so the Eagles could lessen Barkley's load on third downs. Either way, Shipley has little value when Barkley is healthy, but he should leapfrog Kenneth Gainwell on the depth chart, making him a reasonable late-round fantasy choice.",RB,11577,PHI,,257.0,73.0,69.95
263,Aidan O'Connell,"Though O'Connell performed admirably in a nine-start audition as a rookie under coach Antonio Pierce to conclude last season, he'll be tasked with competing for a job in 2024. O'Connell scored 17-plus fantasy points in three of his final four games, hinting at fantasy matchups value, but for the season had well-below-average 1.7 TD/INT and 16.7% off-target rates. That caused the Raiders to bring in veteran Gardner Minshew as competition. O'Connell would need to impress the coaching staff, either in the preseason or season's early weeks, to be worth a fantasy add.",QB,10866,LV,,,,
264,Gerald Everett,"Entering his eighth season, Everett joins the Bears after spending the past two with the Chargers. Everett's highest fantasy finish was TE12 in 2022 when he was the lone tight end in a Justin Herbert-led offense. In Chicago, he'll play second fiddle to Cole Kmet and will instead catch passes from Caleb Williams, a clear downgrade in situations. While Everett is still talented, he is not worth drafting in fantasy.",TE,4089,CHI,,207.0,36.0,74.24000000000001
265,Greg Dulcich,"Sean Payton's arrival, coupled with the re-emergence of the hamstring issues that cost him seven games as a rookie, presented Dulcich with insurmountable obstacles as a sophomore. Payton brought in Adam Trautman, one of his tight ends from New Orleans, to provide competition, while Dulcich got hurt in the season opener, only to suffer a season-ending setback 11 snaps into his Week 6 return. When healthy, Dulcich offers greater field-stretching potential than a typical tight end -- his 10.6 aDOT from 2022-23 was second best among tight ends (minimum 50 targets) -- but he'd need a huge preseason to emerge as more than an in-season pickup.",TE,8172,DEN,,180.0,28.0,57.64
266,Zach Ertz,"Ertz signed a one-year contract with the Commanders, rejoining forces with former Cardinals coach Kliff Kingsbury, now Washington's offensive coordinator. Ertz, 33, is no longer the player he used to be with the Eagles, succumbing to age and a serious knee injury in recent seasons. However, Ertz was pacing to exceed 50 catches for last season's Cardinals before his November release, and he was in line to replace the departed Logan Thomas before the Commanders drafted Ben Sinnott in the second round. There is mild target opportunity for Washington's tight ends, but Sinnott is the future for the franchise at tight end.",TE,1339,WAS,,238.0,46.0,56.88999999999999
267,Michael Mayer,"The learning curve for tight ends at the NFL level can be lengthy, and Mayer's 2023 was representative of that. He began playing sparingly behind Austin Hooper, but over his final nine games, he played 82% of the Raiders' offensive snaps, averaged 21.8 routes, 3.9 targets and 6.9 fantasy points per game, before a toe issue cost him the season's final three weeks. That might have been a stepping stone to bigger things for Mayer, until the team added free agent Harrison Bryant, then drafted Brock Bowers 13th overall in April, greatly clouding the sophomore's 2024 outlook. On a skills basis, Mayer possesses plenty of upside, but he might need a change of scenery to claim the playing time needed to be fantasy-relevant.",TE,9482,LV,,196.0,34.0,75.48
268,Michael Penix,"Much to the shock of most of the football world, Penix was selected by the Atlanta Falcons with the No. 8 pick in the draft out of Washington. Falcons coach Raheem Morris simply fell in love with Penix and took his guy, despite the Falcons having signed Kirk Cousins to a four-year, $180 million contract in March. The plan is still for the Falcons to start Cousins at quarterback, meaning Penix will serve as a backup for the next couple of seasons as long as Cousins can stay on the field. Penix is on the ""old"" side for a rookie, has two right ACL surgeries on his resume, adds little with his legs and won't play any time soon. He should be drafted in dynasty formats only.",QB,11559,ATL,,,,
269,Sam Howell,"Howell was traded to Seattle in March and is set to work as Geno Smith's backup in 2024. Washington gave Howell a shot to be the team's starter and while the North Carolina product flashed at times, he mostly flopped. Blunders were the hallmark of Howell's 2023 campaign, as he registered 21 passing scores and 21 interceptions (with 12 of those INTs occurring the final seven games of the season). Howell's mobility was a bright spot for fantasy purposes, however, as his five rushing scores padded his overall stat line and allowed for a top-15 positional finish. The 23-year-old could (once again) provide streaming value if Smith were to be sidelined for an extended period.",QB,8162,SEA,,,,
270,Tyrod Taylor,"Taylor signed with the Jets and will operate as Aaron Rodgers' backup. He has made 58 starts and has thrown for 65 touchdowns and 29 interceptions in his career. He's been a backup over the past six seasons, though he showed well in four full games with the Giants last season, producing at least 17 fantasy points three times. Taylor provides the Jets with a reliable backup and he would find himself on the QB2 radar if Rodgers misses time.",QB,827,NYJ,,,,
271,Joe Flacco,"Flacco signed with the Colts as the primary backup to Anthony Richardson. It's another new landing spot for Flacco after an impressive comeback effort in 2023, in which he tossed 13 TDs and eight INTs in five regular-season games with the Browns. Flacco produced 16-plus fantasy points in all five games thanks to a newfound aggressive style of play (9.3 aDOT). The aggression led to plenty of turnovers and didn't work well in the playoff loss, however, and he remained a nonfactor with his legs (2 yards on nine carries). Flacco is 39 years old and, even if Richardson misses time, the veteran QB will be no more than a back-end QB2.",QB,19,IND,,,,
272,Jake Browning,"The 28-year-old started the final seven games in relief of the injured Joe Burrow. During that time, Browning averaged 16.0 fantasy points per game, with three games of more than 21. A ball distributor who can play outside of structure when necessary, Browning's fantasy relevance this season is tied to Burrow's health. As the projected No. 2 to start the season, Browning is strictly a potential waiver pickup if Burrow misses time again.",QB,6111,CIN,,,,
273,Israel Abanikanda,"Abanikanda is entering his second NFL season with an opportunity to earn primary backup duties behind Breece Hall. Abanikanda -- a 2023 fifth-round pick -- showed plenty of promise in 2023, leading the Jets to part ways with Dalvin Cook and Michael Carter. Abanikanda will now compete with Day 3 rookies Braelon Allen and Isaiah Davis for the No. 2 gig. This should be an improved Jets offense with a healthy Aaron Rodgers under center, so Abanikanda can be considered late in your draft as a viable insurance RB should he beat out Allen and Davis.",RB,9227,NYJ,,330.0,99.0,22.58
274,Johnny Mundt,"With T.J. Hockenson recovering from a torn ACL suffered in Week 16 last season, Mundt is poised to work as Minnesota's starting tight end to begin 2024. We saw this usage during the final two games of 2023 and Mundt delivered receiving lines of 4-39-1 and 5-58-0 on 13 total targets. Both showings were enough for top-12 fantasy production. The 29 year old is a sneaky bet for fringe TE1 production early in the season, though he'll return to clear backup duties once Hockenson is back on the field. Only consider drafting him in leagues that start two tight ends.",TE,4314,MIN,,166.0,25.0,43.239999999999995
275,Tyler Higbee,"With Cooper Kupp and Puka Nacua vying for looks, Higbee recorded his fewest number of targets per game (4.7) as a member for the Matthew Stafford era. In fact, two of his four double-digit fantasy outings came while Kupp was sidelined at the top of the season. He also struggled near the end zone, posting a career-low two TDs, both of which came in the same game at Arizona. A rebound appears unlikely for the 30-year-old, especially given that he's likely to miss time after tearing his ACL and MCL this past January.",TE,3271,LAR,,,,
276,Noah Gray,"Gray is back for his third season with the Chiefs. Travis Kelce's primary backup, Gray has posted almost identical stats each of the last two seasons, posting a 28-299-1 receiving line in 2022 and 28-298-2 line in 2023. Gray obviously is without standalone fantasy value, but he's a name to know should Kelce miss time. Kelce was out in Week 1 last season and, while Gray had a fairly quiet game, he played 87% of the snaps and was targeted five times. Gray should not be drafted, but scoop him up if Kelce is sidelined.",TE,7828,KC,,215.0,39.0,65.63
277,Will Dissly,"A quality blocker who has had his moments in the receiving game, Dissly was swiftly scooped up by Jim Harbaugh's Chargers only days after his release by the Seahawks. In L.A., Dissly will certainly be more role player than fantasy standout, although he could contribute a useful game or two, especially in weeks where Hayden Hurst or Donald Parham Jr. (or both) is sidelined. Something to tuck away as you plan your weekly matchups: Dissly is a noted hot starter, having caught eight of his 13 career touchdowns in the month of September.",TE,5010,LAC,,297.0,70.0,25.08
278,Jeremy Ruckert,"Ruckert is entering his third season with the Jets. The 2022 third-round pick has thus far failed to make much of an impact, but his circumstances are a bit better in 2024 with Aaron Rodgers under center and C.J. Uzomah no longer on the roster. Tyler Conklin remains atop the depth chart, but Ruckert (17-159-0 career receiving line) would find himself on the TE2 radar with sneaky upside should Conklin miss time. He doesn't need to be drafted.",TE,8145,NYJ,,263.0,51.0,42.739999999999995
279,Daniel Bellinger,"Bellinger is back for his third season with the Giants. The 2022 fourth round pick hasn't been utilized much in the passing game, though he's a candidate for slightly more work this season with Darren Waller having retired. With Waller sidelined for five games last season, Bellinger played 87% of the snaps and posted an 11-138-0 receiving line on 12 targets. Rookie Theo Johnson could quickly overtake Bellinger on the depth chart, so there's simply not much fantasy appeal here, especially in an offense that is expected to struggle.",TE,8225,NYG,,287.0,66.0,28.870000000000005
280,Austin Hooper,"Hooper enters his first season with the Patriots, reuniting with offensive coordinator Alex Van Pelt, who previously held the same position with the Browns. During his two seasons in Cleveland under Van Pelt in 2020 and 2021, Hooper tallied 84 receptions, 780 receiving yards and seven touchdowns. While Hunter Henry is expected to lead the Pats' TE group in targets, Hooper will serve as a nice complement in his age-30 season. But that does not make him worth drafting in most leagues.",TE,3202,NE,,303.0,72.0,24.909999999999997
281,Drew Lock,"Lock signed with the Giants in March after one season with the Seahawks, in which he started two games and played competently. Lock has started 23 games over four seasons with the Seahawks and Broncos, and the former second-round pick in 2019 failed to distinguish himself. Presumed Giants starter Daniel Jones is on the mend from a torn ACL, and has had neck problems the past two seasons, so it is no, um, lock that he stays healthy. Even if Lock gets a chance, the talent surrounding him in this offense pales in comparison to what he had in Seattle, making him easy to ignore in fantasy.",QB,5854,NYG,,,,
282,Mason Rudolph,"Among the 56 quarterbacks to throw at least 50 passes last season, Rudolph's 74.3% completion rate ranked behind only C.J. Beathard. Such efficiency led to only three touchdowns in his three starts to conclude his career in Pittsburgh. It's not out of the question to think Rudolph could see the field at some point this season if Will Levis struggles mightily in Year 2 or misses time due to injury, but there's also the very real possibility Rudolph dons a headset on the sideline throughout the season. He can be ignored on draft day.",QB,4972,TEN,,,,
283,Jarrett Stidham,"It didn�t bode well for Stidham�s 2024 outlook that the Broncos acquired Zach Wilson in the days leading up to the NFL draft, and then added rookie Bo Nix with the 12th overall pick. Stidham delivered a pair of serviceable starts to conclude 2023, his second straight season as a play-out-the-string fill-in, and he's averaged a serviceable 7.9 yards per attempt, a 8.9 aDOT and 63% completion percentage in his four career starts. Stidham is a backup and well off the fantasy radar.",QB,6136,DEN,,,,
284,Jimmy Garoppolo,"Despite signing a three-year deal with the Silver and Black, Garoppolo's time in Vegas was decidedly abbreviated. The former 49er missed two outings due to injury before eventually being benched in favor of rookie Aidan O'Connell, ultimately appearing in seven games. Garoppolo registered two more interceptions (nine) than he did passing scores (seven) while averaging just 9.2 fantasy points per contest. After being cut by the Raiders, Garoppolo signed a one-year deal with the Rams. He'll be eligible to play behind Matthew Stafford in Week 3 once he serves a two-game PED suspension. Garoppolo's days as a starter and potential fantasy asset are likely over.",QB,1837,LAR,,,,
